196697 296194
180568 190817 1
180570 180571 1
180574 180575 1
180575 180576 1
180575 180579 1
180575 180578 1
180575 180577 5
180575 180581 1
180575 180580 1
180577 187302 1
180582 180583 1
180584 180585 1
180586 180587 1
180589 180590 1
180592 180593 1
180598 180599 2
180602 180603 2
180612 180613 1
180625 180626 1
180627 180628 1
180631 183228 1
180633 180634 1
180636 180637 1
180641 188161 1
180642 180643 1
180645 180646 1
180653 180654 1
180657 180658 1
180658 185396 1
180660 180661 4
180661 180662 2
180661 180664 4
180661 180663 1
180662 182736 1
180662 181029 1
180665 180666 1
180667 192956 1
180667 189231 1
180669 180670 1
180675 180676 1
180679 180680 1
180679 193837 2
180680 193837 1
180683 180684 6
180685 185780 5
180685 180686 1
180685 195803 1
180685 190690 1
180692 187350 1
180696 180697 1
180697 189302 1
180697 189301 2
180699 180999 1
180710 180711 1
180715 180716 2
180717 180718 7
180719 180720 1
180721 180722 1
180732 180733 1
180732 189031 1
180733 189031 1
180735 180736 1
180735 188697 2
180736 188697 1
180737 180738 1
180738 190315 1
180741 180742 1
180749 180750 1
180752 180753 1
180756 180757 1
180765 181287 2
180800 195418 1
180820 194614 1
180822 194918 1
180823 195241 1
180825 188021 1
180826 183785 2
180826 194715 1
180831 182329 1
180832 194068 1
180846 180847 1
180848 180849 1
180849 180851 1
180849 180850 1
180853 180854 2
180859 180860 1
180863 180864 1
180871 180872 1
180872 181741 1
180877 180878 1
180880 180881 2
180880 182183 2
180886 180887 1
180888 180889 1
180891 180892 1
180896 180897 3
180900 180901 4
180926 180927 1
180947 180948 4
180963 180964 1
180969 180970 1
180976 180977 1
180979 180980 1
180980 180981 1
180986 180987 2
180987 180991 5
180987 180988 2
180987 180990 2
180987 180989 2
181011 193740 1
181011 181012 1
181011 189809 1
181018 181019 3
181022 181023 1
181024 181025 2
181026 183618 1
181029 182736 1
181030 181031 1
181032 181033 1
181043 181044 1
181046 181047 2
181056 188664 1
181056 191757 1
181063 189339 2
181065 181066 1
181068 181069 2
181068 185752 2
181068 185751 2
181070 188909 1
181071 181072 1
181071 192554 1
181076 181077 1
181077 181078 1
181077 181079 1
181079 186765 1
181079 186766 1
181081 181082 1
181085 184105 1
181087 181088 1
181087 188810 1
181088 183656 1
181090 181091 5
181098 181099 1
181099 181100 1
181100 183964 1
181105 188247 1
181115 181116 1
181122 181123 1
181127 181128 1
181130 181131 1
181132 192859 1
181139 181140 1
181143 181144 1
181145 181146 3
181152 184419 1
181152 181153 1
181154 181155 1
181156 181157 1
181158 181159 1
181160 181161 3
181160 187743 2
181164 181165 1
181170 181171 1
181186 181187 1
181187 181188 1
181191 181192 1
181192 181193 2
181192 181204 1
181197 181198 1
181199 184711 1
181202 181203 1
181206 181207 1
181209 181210 1
181214 181215 2
181215 181216 5
181224 181225 1
181225 181226 1
181230 181231 1
181238 181239 2
181239 192535 1
181241 181242 2
181244 181245 1
181252 181253 1
181256 186068 3
181257 189931 1
181273 182542 1
181288 181289 1
181290 181513 3
181290 193031 1
181290 185315 1
181290 181291 1
181290 189116 1
181290 196669 2
181290 184522 3
181294 181295 1
181300 181301 1
181303 181304 1
181305 181306 1
181307 181308 1
181310 190942 5
181310 181311 1
181311 187282 1
181315 193854 1
181315 193852 2
181315 193853 1
181315 186065 3
181315 181316 2
181315 182948 1
181317 181318 1
181325 181326 1
181327 181328 1
181327 184144 1
181327 182738 1
181328 193812 1
181332 181333 1
181335 181336 3
181341 194932 1
181342 181343 1
181346 181347 1
181351 185839 2
181356 181357 1
181358 181359 19
181359 181364 1
181359 181361 1
181359 181360 1
181359 187229 1
181359 181363 1
181359 181362 1
181362 187893 3
181369 181370 4
181381 181382 2
181393 181394 1
181399 181400 1
181408 181409 2
181410 181411 1
181413 187001 1
181419 181420 1
181422 181423 3
181424 181425 2
181425 186234 1
181427 189483 1
181427 181428 1
181429 181430 1
181432 181433 1
181438 191579 1
181438 190508 1
181438 192026 1
181438 189704 1
181438 183060 2
181438 183059 5
181438 196428 1
181439 182371 1
181440 181441 1
181441 181442 2
181444 181445 1
181444 188131 1
181449 181450 1
181452 181453 1
181457 181458 3
181461 186150 1
181463 181464 2
181466 181467 1
181472 181473 2
181472 183240 2
181472 183238 1
181472 183229 2
181472 183236 2
181472 183237 2
181472 183239 2
181499 181500 2
181501 181502 2
181511 191057 1
181515 181516 1
181534 181535 1
181546 184470 2
181555 181563 1
181557 181561 1
181562 185894 2
181566 182681 3
181584 189346 1
181588 182298 1
181597 181598 1
181602 194102 1
181603 185781 1
181611 181612 1
181613 187181 1
181613 181614 2
181613 188623 1
181629 181630 1
181633 192907 1
181635 181636 3
181639 192226 1
181648 181649 3
181652 181653 1
181655 181656 1
181655 195179 1
181655 185369 1
181659 182527 2
181662 186656 1
181662 181663 1
181682 181683 2
181682 183728 2
181684 181685 1
181685 181686 1
181691 181692 1
181693 181694 1
181695 181696 1
181697 181698 1
181700 181701 1
181714 181715 1
181714 184340 1
181722 181723 1
181730 189443 1
181731 181732 1
181734 181735 3
181735 184435 1
181743 181744 2
181760 193845 1
181770 181771 1
181781 181782 1
181784 185812 1
181784 181785 1
181792 183296 1
181798 181799 1
181804 181805 1
181805 181806 1
181809 181810 1
181812 181813 1
181815 181816 1
181818 181819 1
181828 181829 5
181829 194344 1
181830 181831 1
181833 188559 1
181838 181839 1
181840 181841 1
181846 181847 2
181848 181849 2
181851 181852 2
181859 181860 4
181859 181861 2
181879 186058 1
181887 181888 1
181891 181892 2
181895 190039 4
181895 190038 2
181895 181896 2
181895 189163 2
181895 190037 2
181895 187888 2
181895 190042 2
181895 188440 4
181895 190041 2
181895 190040 4
181895 186515 1
181899 193167 1
181901 195517 1
181902 194095 2
181923 181924 1
181928 181929 1
181935 181936 6
181950 181951 2
181962 181963 2
181963 183486 1
181969 195987 1
181979 181980 17
181980 191172 1
181990 191670 1
181990 181991 1
182000 182001 2
182002 182003 3
182006 182007 2
182009 184136 1
182009 184139 1
182009 184137 1
182009 184138 1
182009 182010 2
182013 182014 1
182014 182015 1
182016 184645 1
182031 183246 1
182034 182035 1
182041 182042 2
182045 182046 2
182050 182051 2
182052 191156 1
182080 182081 2
182097 182098 4
182105 182106 1
182110 182111 1
182113 196337 1
182113 182114 1
182120 182121 1
182122 182123 1
182141 182142 1
182147 182148 7
182161 182162 1
182164 182165 1
182170 182171 1
182176 194486 1
182178 182179 2
182179 189869 1
182184 182185 1
182194 182195 2
182199 182200 1
182221 182222 2
182227 188218 1
182228 182229 1
182229 184446 1
182236 182237 3
182237 188012 1
182240 182946 1
182243 192389 1
182243 195601 1
182257 182258 1
182258 182259 1
182260 182261 1
182269 182270 2
182282 182283 1
182287 183614 1
182290 185130 1
182292 182293 1
182297 184611 1
182297 184612 1
182301 182302 1
182307 187110 1
182310 182311 1
182318 182319 3
182321 182926 1
182331 182332 1
182338 187008 3
182339 182340 1
182348 182349 5
182350 182351 1
182352 183027 1
182352 188816 2
182369 182370 1
182370 183034 1
182374 183736 1
182375 182376 1
182378 188578 1
182379 182380 1
182386 182387 1
182393 182394 2
182399 182400 1
182401 194212 1
182401 182402 1
182402 182408 1
182402 182406 1
182402 182403 1
182402 182405 1
182402 182404 1
182402 182407 2
182414 191304 1
182415 194046 1
182417 182418 1
182419 182420 1
182420 195965 1
182420 190356 1
182423 182424 1
182426 182427 1
182443 182444 2
182445 187915 1
182452 182453 1
182453 182454 1
182462 182463 4
182473 182474 1
182475 182476 4
182478 183324 1
182485 187924 1
182493 186677 1
182493 182494 1
182496 182497 1
182499 182500 4
182499 185012 1
182502 182503 1
182504 182505 2
182505 182506 1
182511 182512 1
182511 192198 1
182511 182529 1
182512 192775 1
182517 184267 1
182517 189342 1
182517 182518 2
182525 192038 1
182536 182537 1
182549 182550 3
182552 182553 1
182555 182556 1
182557 182558 1
182562 182563 1
182566 182567 3
182578 182579 1
182583 182584 2
182589 182590 1
182590 186157 1
182592 182593 1
182598 182599 1
182607 182608 1
182610 182611 1
182612 194124 1
182634 182635 1
182638 182639 1
182645 182646 1
182650 182651 1
182654 186629 1
182654 186552 2
182661 182662 1
182661 182663 1
182663 187228 1
182664 182665 1
182667 182668 1
182675 182676 1
182686 182687 7
182686 183162 1
182687 184013 2
182720 182721 1
182721 183166 1
182723 182724 1
182732 182733 2
182738 182739 2
182740 182741 2
182747 184194 1
182749 182750 1
182761 182762 1
182765 193166 1
182765 182766 2
182765 186537 1
182765 190178 1
182765 194450 1
182768 183958 3
182768 195635 1
182768 194842 2
182768 194756 6
182768 188745 8
182768 183960 5
182768 187659 3
182768 193472 7
182768 185136 2
182768 182857 9
182768 195636 7
182768 182769 3
182768 183601 3
182768 192908 3
182768 182858 1
182768 192917 3
182768 195228 6
182768 183602 1
182768 188479 1
182769 187659 1
182778 194943 1
182778 194986 2
182778 192617 1
182778 190135 1
182782 182783 1
182788 182789 1
182794 182795 1
182798 182799 1
182801 182802 1
182811 182812 2
182815 182816 1
182823 182824 1
182826 182827 1
182830 182831 2
182836 182837 1
182848 182849 1
182857 183958 3
182857 182858 8
182857 188745 1
182857 182859 2
182857 182860 12
182857 195228 3
182858 182860 5
182858 182859 3
182860 183958 1
182872 182873 1
182874 182875 1
182881 195790 1
182881 182882 1
182885 182886 8
182902 182903 1
182904 183391 1
182908 195075 1
182915 182916 1
182923 182924 1
182940 182941 1
182943 182944 1
182947 182948 1
182947 186065 1
182961 182962 1
182962 191799 1
182964 182965 1
182969 182970 1
182977 182978 1
182981 182982 1
182993 190894 1
182994 193132 1
182996 182997 2
182996 186578 1
182997 186578 1
183004 186501 1
183004 191674 1
183013 183014 2
183015 188080 2
183020 183021 1
183024 183025 1
183031 195976 1
183035 183036 2
183045 183046 3
183052 183053 1
183056 189963 1
183056 183057 4
183063 183064 2
183070 183071 1
183072 183073 1
183074 183075 3
183082 183083 2
183092 183093 2
183094 183095 1
183106 183107 1
183131 183132 1
183135 183136 1
183149 183150 1
183149 184079 1
183150 194186 1
183153 183154 1
183158 183159 1
183160 183161 2
183162 183163 2
183175 183176 1
183180 183181 1
183207 183208 1
183213 183214 1
183219 196277 1
183253 183254 1
183259 189352 1
183259 192347 1
183265 183266 3
183267 187929 1
183270 190905 1
183270 183271 2
183277 183278 1
183278 183279 1
183285 183286 1
183285 184953 1
183286 195147 1
183294 187468 2
183302 184124 2
183302 184126 1
183302 184123 1
183302 184122 1
183302 184125 1
183310 183311 1
183313 183314 1
183317 183318 1
183322 183325 1
183322 183323 1
183322 183324 1
183325 193252 1
183330 183331 1
183335 183336 1
183337 188015 1
183339 183340 1
183342 196426 1
183345 194296 1
183348 183349 1
183354 183355 1
183364 183365 1
183377 183707 2
183383 183384 1
183386 183387 1
183387 185897 1
183396 186012 1
183401 196266 1
183406 183407 2
183415 193241 1
183421 183422 1
183427 185532 1
183431 183432 3
183431 191687 1
183436 183437 1
183439 183440 4
183451 183452 1
183459 183460 2
183463 183464 1
183475 183476 1
183475 185455 1
183477 183478 1
183482 183483 2
183487 183488 1
183488 183489 2
183496 183497 1
183501 183502 1
183511 183512 2
183518 194722 1
183519 185609 1
183535 183536 2
183538 183539 1
183542 183543 1
183546 189085 1
183546 183547 1
183547 183548 1
183549 183550 1
183552 183553 1
183556 183557 1
183560 183561 1
183564 191869 1
183568 183569 3
183574 183575 1
183577 183578 1
183581 183582 1
183583 186391 1
183584 183585 2
183585 183690 3
183589 183590 1
183589 186426 1
183592 190582 1
183593 183594 1
183597 183598 1
183598 183600 1
183598 183599 1
183601 194756 2
183601 192908 1
183601 183603 1
183601 192909 2
183601 183602 4
183602 183603 1
183619 183620 1
183621 195242 1
183623 190403 1
183624 187076 1
183624 183625 1
183629 183630 6
183634 183635 1
183639 183640 1
183661 183662 1
183668 183669 1
183668 188303 1
183669 190068 1
183683 188544 1
183696 183697 1
183705 183706 1
183722 183723 1
183732 183733 1
183742 183743 1
183758 192655 1
183771 183772 1
183776 190426 1
183798 183799 1
183799 188763 1
183805 183806 1
183811 190382 1
183811 183812 1
183812 183813 1
183815 183816 2
183816 190991 1
183823 183824 1
183826 183827 1
183831 183832 6
183835 190422 4
183837 183838 2
183845 192523 2
183845 183846 6
183848 193047 1
183852 196612 1
183853 183854 1
183857 183858 1
183867 183868 1
183881 192972 1
183883 183884 1
183884 183885 1
183894 183895 1
183897 183898 1
183902 193937 1
183905 183906 1
183907 191336 1
183912 183913 1
183917 193268 12
183917 193469 13
183917 183918 22
183920 183921 1
183921 184336 1
183923 183924 2
183924 190003 1
183925 183926 1
183949 183950 2
183949 194716 1
183958 183960 1
183958 183959 2
183959 183960 6
183963 189427 1
183964 192559 1
183973 183974 4
183983 183984 1
184000 184001 1
184002 192159 1
184002 184003 3
184002 186375 1
184003 186375 1
184008 185184 1
184014 184015 1
184015 184030 1
184015 184027 1
184015 184026 1
184015 184021 1
184015 184020 1
184015 184017 1
184015 184016 1
184015 184029 1
184015 184028 1
184015 184025 1
184015 184023 1
184015 184024 1
184015 184022 1
184015 184019 1
184015 184018 1
184015 184031 1
184033 184034 1
184037 184038 1
184041 184042 11
184049 187627 2
184049 184050 6
184049 190407 1
184050 187188 1
184052 190693 1
184077 184078 4
184079 186258 1
184083 194273 1
184085 184086 2
184088 184089 1
184094 184095 2
184102 184103 4
184102 184104 1
184103 184104 1
184108 191165 1
184109 191165 1
184118 189079 1
184119 184120 1
184119 186955 1
184132 186090 2
184138 190654 1
184140 184141 2
184144 193812 1
184145 184146 1
184146 189916 1
184153 184154 1
184159 184160 1
184168 184169 1
184174 184175 1
184190 184191 2
184200 186780 1
184200 184201 1
184209 190260 1
184217 193781 1
184233 184234 1
184236 184463 4
184236 184237 1
184237 184463 1
184252 184848 2
184252 184850 1
184254 185358 1
184264 184265 1
184267 187748 1
184277 184278 1
184283 184284 1
184286 184287 1
184295 190926 1
184299 184300 1
184305 184306 1
184311 184312 1
184319 184320 3
184321 185741 2
184323 193009 1
184324 184325 1
184328 184329 2
184334 184335 2
184341 190587 1
184347 184348 3
184349 184350 3
184361 184362 1
184365 185804 1
184370 184371 1
184381 184382 1
184385 184386 1
184387 184388 1
184389 184390 3
184400 184401 1
184402 184403 1
184406 189613 1
184407 184408 9
184408 186783 1
184414 187648 1
184414 187649 2
184414 187651 3
184414 184415 4
184414 187650 1
184414 187647 2
184414 194103 1
184416 188360 1
184416 188358 1
184416 188359 1
184421 184422 1
184423 189354 1
184441 184442 1
184444 187139 1
184448 184449 2
184450 184451 1
184460 184461 1
184474 184475 1
184475 190616 1
184479 187193 1
184505 184506 1
184513 184514 1
184520 186847 1
184526 184527 1
184527 184528 1
184527 184529 1
184530 184531 1
184538 184539 1
184544 184545 6
184553 184554 2
184557 184558 1
184559 184560 1
184578 194302 1
184599 184600 1
184599 194559 1
184600 192770 1
184602 184603 1
184613 184614 3
184617 192077 1
184617 184618 3
184621 185576 1
184630 184631 1
184633 184634 1
184634 191246 1
184643 184644 1
184647 184648 4
184656 184657 1
184661 191046 1
184666 184667 1
184669 184670 1
184674 184675 1
184676 184677 1
184678 192868 1
184678 184679 1
184685 184686 4
184688 185801 1
184692 184693 1
184695 184696 2
184700 184701 1
184701 184702 1
184704 184705 1
184706 184707 1
184721 184722 1
184723 184724 1
184734 186000 1
184735 184736 1
184739 184740 2
184739 190244 1
184744 185875 1
184744 184745 1
184752 195138 1
184753 184754 1
184778 185878 1
184780 184781 1
184782 184783 1
184793 196338 1
184802 184803 1
184805 184806 1
184805 192064 2
184805 192063 2
184811 184812 1
184814 184815 1
184823 184824 1
184858 184859 1
184871 184872 1
184872 184875 1
184872 184873 1
184872 184874 1
184879 184880 1
184885 185896 1
184887 194413 1
184887 191002 1
184887 192711 1
184887 188532 1
184887 191833 1
184887 194666 1
184887 196453 1
184890 184891 1
184892 193542 1
184894 184895 2
184895 195068 1
184896 184897 1
184900 184901 1
184902 184903 2
184908 184909 1
184910 191204 1
184917 184918 1
184931 184932 1
184934 184935 1
184941 184942 1
184941 195284 1
184953 193218 1
184954 188845 1
184954 194668 1
184961 184962 1
184968 193153 1
184972 190393 1
184978 184979 1
184984 194272 1
184990 184991 1
184992 184993 1
184995 184997 1
184995 184996 7
184996 184997 4
185010 188741 1
185010 185011 1
185015 185016 1
185019 185020 1
185021 185022 1
185037 185038 3
185037 191420 2
185037 191421 1
185040 185041 1
185041 186128 1
185042 185043 1
185045 185046 1
185048 185049 1
185051 185052 1
185061 195692 1
185062 185063 1
185102 186520 1
185108 185109 1
185110 185111 1
185111 192884 1
185125 185126 1
185132 186891 1
185139 185140 2
185142 185143 1
185165 185166 1
185174 185175 1
185176 185177 1
185180 185181 1
185182 195422 1
185183 190206 1
185196 185197 2
185202 185203 1
185202 192764 1
185207 193451 7
185208 185209 1
185209 185472 1
185229 190683 1
185231 185232 1
185235 185236 6
185237 186340 4
185238 185240 1
185238 185239 2
185239 185240 1
185244 188803 1
185244 185245 2
185248 185249 1
185252 188700 2
185264 185265 1
185272 185273 1
185276 188232 1
185276 185277 1
185282 185283 1
185286 196647 1
185287 185288 1
185287 191113 1
185289 195627 1
185289 185290 2
185294 185295 1
185301 185302 1
185322 194183 1
185328 191592 3
185328 185329 1
185338 194371 1
185354 185355 1
185359 186278 1
185368 187483 2
185371 185372 1
185373 185374 1
185377 185378 1
185379 185380 2
185384 189383 1
185394 185395 2
185400 185401 2
185406 185407 1
185411 185936 1
185411 185413 10
185411 185412 6
185412 185413 2
185413 185936 1
185417 185418 1
185419 185420 1
185422 185563 1
185422 185423 1
185424 185425 1
185428 185429 1
185428 195290 1
185437 194697 1
185438 185442 1
185441 185442 1
185447 185448 1
185449 188513 2
185449 192913 1
185461 185462 1
185468 185469 1
185474 185821 1
185475 185476 1
185478 185479 1
185485 185486 2
185491 185492 3
185493 185494 1
185495 189566 1
185499 185500 1
185500 194574 1
185500 192028 1
185503 185504 2
185508 195113 3
185508 185509 3
185511 185512 2
185529 189312 1
185529 185530 1
185532 185533 1
185536 185537 2
185536 192423 3
185536 195681 3
185536 192914 3
185536 193697 2
185536 193803 2
185536 191714 1
185536 194617 1
185536 194624 3
185538 185539 1
185541 185542 1
185543 185544 1
185553 185554 2
185555 187766 1
185555 185556 1
185556 185557 1
185556 185558 1
185556 185559 1
185558 186117 2
185561 185562 1
185563 191811 1
185565 185566 2
185586 185587 2
185590 191207 1
185595 185596 1
185600 185601 1
185603 185604 1
185608 189113 1
185611 185980 1
185612 185980 1
185701 185702 1
185703 185704 2
185703 189522 1
185706 185707 2
185711 193139 1
185711 187220 1
185711 189071 1
185714 185715 1
185715 185716 1
185725 185726 1
185738 185739 1
185746 185747 1
185748 185749 1
185749 185759 1
185761 188088 1
185764 185765 1
185779 190597 1
185781 185782 1
185803 185804 1
185808 185809 1
185814 185815 2
185816 185817 1
185822 185823 1
185831 185832 1
185832 185833 1
185834 189347 1
185834 185835 1
185842 185843 1
185842 194298 1
185852 185853 1
185860 185861 1
185863 194750 1
185863 194417 1
185863 192673 1
185863 194047 1
185867 186350 1
185867 186348 1
185867 186349 5
185867 185868 3
185867 186351 1
185872 185873 1
185876 185877 3
185878 185879 4
185878 186032 2
185883 185884 2
185890 185891 1
185892 193138 2
185909 185910 2
185912 185913 1
185913 186468 1
185916 187271 1
185920 185921 1
185928 185929 3
185940 185941 5
185944 185945 1
185946 185947 1
185946 187503 1
185954 185955 2
185976 191976 1
185977 185978 1
185987 185988 1
185987 196250 1
185992 191795 2
185998 185999 1
186003 186004 1
186006 186007 1
186019 186020 2
186021 196215 1
186034 190090 1
186036 190179 1
186040 186041 1
186044 186045 1
186047 186048 2
186047 187986 2
186056 186057 1
186058 186233 1
186061 186062 1
186081 186082 1
186084 186085 1
186084 195402 8
186086 186087 1
186088 186089 1
186098 186099 1
186101 186102 2
186110 195192 1
186111 191804 1
186112 190882 3
186112 191498 2
186122 186123 1
186131 186132 1
186134 196116 1
186136 186137 1
186138 186139 1
186142 186143 2
186145 186146 1
186151 186152 2
186157 192931 2
186157 192937 1
186157 192935 1
186157 192936 1
186157 192934 1
186157 192939 1
186157 192938 1
186157 186973 3
186157 192933 1
186157 186158 2
186157 192932 1
186161 186162 2
186176 186177 2
186180 186181 1
186183 186184 1
186186 186187 1
186188 186189 1
186188 186190 1
186191 186192 1
186193 186194 1
186198 186199 1
186201 186202 2
186203 186204 2
186205 186206 3
186210 186211 1
186212 186213 1
186242 186243 1
186242 196108 1
186245 192392 1
186247 186248 1
186266 186267 1
186271 186272 1
186273 189618 1
186273 186274 1
186274 187088 1
186279 186280 1
186281 193302 1
186283 186284 1
186287 186288 3
186287 190446 1
186289 186290 1
186301 195363 2
186305 195811 2
186305 192219 1
186305 192600 2
186305 186306 1
186307 186308 2
186310 186311 1
186313 186314 10
186316 186317 1
186319 186320 1
186333 186334 1
186354 186355 1
186358 188938 1
186363 186364 1
186365 189350 1
186365 186366 5
186368 186369 1
186378 186379 2
186379 190661 1
186384 186385 1
186386 186387 1
186397 186398 1
186399 186400 1
186405 186406 1
186419 186420 1
186429 186430 1
186431 186432 1
186434 186435 1
186437 186438 1
186439 186440 1
186447 186448 1
186458 186790 1
186458 187091 1
186458 189378 1
186467 186468 1
186469 186470 1
186473 186474 1
186480 186481 2
186499 186500 1
186502 186503 4
186505 186506 1
186506 186509 1
186506 186507 1
186506 186508 1
186510 186511 1
186513 186514 1
186524 196537 1
186527 186528 2
186528 188415 1
186531 191135 1
186535 186536 1
186545 186546 1
186548 186549 1
186562 187097 1
186571 186572 3
186587 186588 3
186592 186593 1
186615 186616 1
186616 196623 1
186617 186618 1
186618 190446 1
186651 186652 1
186659 186660 1
186662 186663 1
186664 187037 1
186664 186665 1
186668 186669 1
186668 188515 1
186669 188515 1
186670 186671 1
186673 186674 1
186691 186692 1
186700 186701 1
186712 186864 1
186721 193659 1
186729 196367 5
186735 186736 2
186737 186738 1
186743 186744 1
186772 186773 2
186775 186776 1
186777 186778 1
186782 186783 1
186789 189556 1
186791 186792 1
186796 186797 1
186813 188575 1
186815 186816 1
186820 186821 1
186822 186823 1
186824 186825 1
186830 186831 1
186837 186838 1
186845 186846 1
186855 186856 1
186858 186859 1
186862 186863 1
186867 186868 1
186878 191787 1
186878 186879 1
186891 186892 1
186905 186906 1
186908 186909 1
186924 186925 1
186936 186937 1
186940 186941 1
186943 186944 1
186947 186948 1
186951 193488 1
186951 190446 1
186962 189145 1
186967 186968 1
186978 186979 2
186981 186982 1
186981 190014 1
187002 187003 1
187004 187005 1
187009 187010 1
187013 187014 1
187017 193486 1
187020 187021 4
187024 187025 1
187028 187029 2
187034 187035 1
187053 188443 1
187057 187058 1
187064 187065 1
187079 187080 1
187084 187085 1
187090 187279 1
187091 195077 1
187099 187100 1
187114 187115 1
187117 187118 2
187119 196338 1
187131 187132 1
187138 187139 1
187145 187146 1
187151 191238 1
187153 191461 1
187157 187158 1
187162 187163 1
187165 187166 1
187183 187184 1
187195 187196 1
187207 187208 1
187226 187227 1
187230 187231 1
187231 187232 1
187236 187237 1
187242 187243 1
187249 187250 1
187255 187256 1
187262 187263 1
187264 187265 1
187269 187270 7
187277 187278 3
187277 193062 1
187283 187284 1
187284 187285 1
187286 187287 1
187287 190582 1
187288 187289 1
187293 187294 1
187303 187304 1
187306 187307 1
187313 196364 1
187315 187316 1
187319 187320 2
187324 189844 1
187326 187327 1
187341 187342 2
187363 187364 5
187364 187365 2
187368 187369 3
187372 187373 2
187374 191059 1
187374 187375 1
187376 187377 1
187380 187381 1
187380 194165 1
187382 192221 1
187393 187394 2
187404 193887 1
187410 187411 2
187417 194983 1
187421 187422 2
187424 187425 1
187432 194559 1
187434 196238 1
187438 187439 2
187446 187447 1
187450 193889 1
187450 193890 1
187452 187453 1
187460 187711 1
187463 187464 1
187475 187476 2
187476 187477 2
187480 190925 1
187481 193001 1
187481 187482 1
187487 187488 1
187491 187492 1
187491 194941 3
187492 194941 1
187504 194000 1
187505 193916 1
187506 187507 1
187508 187509 1
187510 187511 1
187518 187519 1
187529 187530 1
187537 187538 1
187540 190985 1
187540 187541 3
187544 187545 1
187552 187553 1
187562 187563 1
187569 187570 1
187574 187575 1
187577 187578 2
187582 187583 1
187588 195392 1
187592 187593 1
187597 187598 1
187604 187605 4
187608 187609 1
187612 187613 1
187618 187619 1
187622 193700 3
187625 187626 1
187628 187629 1
187630 187631 2
187632 187633 1
187634 187635 1
187636 187637 1
187642 190581 7
187657 187658 1
187662 187663 2
187666 187667 1
187672 195583 1
187674 187675 1
187674 192323 1
187685 187686 1
187687 187688 1
187698 192273 2
187698 191444 3
187698 192271 2
187698 192274 2
187698 192272 2
187698 191825 2
187698 196041 1
187699 194404 5
187704 187705 1
187709 187710 1
187711 187712 1
187726 187727 1
187734 187735 1
187749 187750 1
187749 195670 1
187751 195582 1
187751 196059 1
187751 195948 1
187751 187752 2
187751 190469 7
187751 195760 1
187751 196317 1
187751 190072 1
187751 193961 5
187751 192507 3
187751 190697 1
187759 187760 1
187773 187774 1
187779 187780 2
187779 191843 1
187782 187783 1
187785 187786 1
187790 187791 2
187792 187793 2
187798 187799 1
187802 187803 1
187807 187808 1
187809 187810 1
187812 187813 1
187815 187816 1
187816 192491 1
187830 191204 1
187831 190777 1
187836 187837 1
187852 187853 1
187854 194657 1
187854 187855 1
187862 187864 1
187865 187866 2
187871 187872 1
187876 187877 4
187883 187884 1
187883 193079 1
187896 187897 1
187926 187927 1
187938 194349 1
187938 187939 2
187947 191440 1
187949 187950 1
187951 187952 1
187956 187957 1
187956 189555 1
187959 187960 1
187968 187969 1
187970 187971 1
187972 187973 1
187983 187984 1
187989 187990 1
187992 187993 1
188006 188007 2
188007 188008 2
188007 196130 1
188020 188021 3
188049 188050 1
188051 188052 1
188053 188054 1
188057 188058 1
188059 188060 3
188071 188072 1
188071 188141 1
188081 188082 1
188089 188090 2
188094 192372 2
188103 193790 1
188122 188123 1
188124 188125 1
188127 188128 2
188132 188133 1
188132 190701 1
188139 188140 1
188145 188146 1
188152 188153 5
188152 189400 2
188165 188166 2
188168 188169 5
188169 196031 1
188173 188174 1
188189 188190 1
188190 190058 1
188200 191216 1
188200 188201 1
188215 193550 1
188216 188217 2
188219 188220 1
188226 188227 1
188238 193968 2
188238 188239 1
188240 191248 1
188251 188252 1
188265 188266 1
188277 188278 1
188281 188282 1
188287 188288 1
188296 188297 2
188296 188298 2
188305 192144 1
188305 188306 6
188305 196596 1
188305 194969 1
188311 188312 1
188321 188322 2
188324 195657 1
188330 188331 1
188340 188341 1
188343 188344 1
188356 188357 1
188363 188691 1
188364 188365 1
188384 188385 2
188386 192074 1
188389 188390 1
188389 194686 1
188391 188392 1
188395 188396 1
188401 188402 1
188405 188406 1
188419 188420 1
188433 188434 2
188437 188438 1
188444 188445 1
188447 188448 1
188450 188451 2
188451 188452 3
188457 188458 1
188460 188461 1
188484 188485 8
188486 188487 1
188489 188490 1
188493 188494 1
188497 188498 1
188501 191287 2
188501 192768 2
188501 188502 1
188501 192769 1
188501 191175 2
188501 193567 1
188504 188505 2
188512 188936 1
188512 189478 1
188512 188935 1
188516 188517 1
188527 188528 4
188534 188535 1
188542 191542 1
188546 188547 5
188553 188554 1
188557 188558 1
188561 189358 1
188562 188563 1
188563 188564 1
188600 188601 1
188602 188603 1
188616 188617 1
188625 188626 2
188636 188637 1
188639 188640 1
188646 188647 1
188647 188648 1
188659 192838 1
188663 188664 1
188667 188668 1
188697 193189 1
188698 191336 1
188701 188702 1
188703 188704 4
188704 188705 1
188722 188723 1
188723 188724 1
188728 188729 1
188733 188734 1
188738 195849 1
188745 188746 8
188752 188753 1
188759 188760 1
188759 195607 1
188760 188761 1
188763 188765 1
188763 188764 1
188767 188768 1
188770 188771 1
188774 188775 1
188791 188792 1
188791 195918 1
188793 188794 1
188811 188812 2
188814 188815 1
188827 188828 1
188828 188829 1
188831 188832 1
